Test_nr,T_0,T_c,T_sh,V_exp,T_sup,T_suc,T_ret,T_dis,P_suc,P_dis,EvapFanSpeed,Cpr,CondFanSpeed,Faulty,HeatLoad,T_set,Cpr_Scale
1,-4.5691267,33.744787,8.483859,23.369993,0.043554311,6.3854776,8.2748924,45.835411,2.4732164,8.5696524,82.597603,62.771813,74.942083,1,10000,0,0.9
1,-4.5700851,33.764552,11.010646,24.210945,0.19008684,6.4038696,8.2792807,45.919945,2.4674627,8.5704376,81.791198,63.017996,75.161685,1,10000,0,0.9
1,-4.6319144,33.767826,8.4478587,23.704125,0.24364698,6.4257772,8.2782097,46.012983,2.4571674,8.5688377,80.762188,63.335728,75.198064,1,10000,0,0.9
1,-4.7428279,33.761154,10.792018,24.360335,0.20457856,6.4398082,8.2701124,46.159438,2.443659,8.5702619,80.38884,63.456606,75.123938,1,10000,0,0.9
1,-4.8889028,33.767093,14.638101,26.059017,0.14008553,6.4528771,8.260104,46.298163,2.432907,8.5687418,80.669682,63.37705,75.189927,1,10000,0,0.9
1,-5.0056184,33.760755,13.565008,26.42706,0.0073477356,6.4512473,8.2541774,46.298254,2.4316441,8.5638916,81.131516,63.240463,75.119494,1,10000,0,0.9
1,-5.0193531,33.740525,14.390335,27.252622,-0.15958405,6.4231526,8.2538477,46.164283,2.4405202,8.5614229,82.06927,62.953734,74.894719,1,10000,0,0.9
1,-4.9229337,33.730224,14.496964,27.789509,-0.28262216,6.3712179,8.2595919,45.903468,2.4595828,8.5588855,83.240859,62.590664,74.780271,1,10000,0,0.9
1,-4.7167742,33.719635,8.5972464,25.006492,-0.35280121,6.2846524,8.2711785,45.543295,2.4869186,8.5576172,84.098319,62.317622,74.662611,1,10000,0,0.9
1,-4.4232855,33.714341,8.8759644,24.499048,-0.30354808,6.1801111,8.2857422,45.300617,2.5094621,8.5675634,84.578098,62.155045,74.603791,1,10000,0,0.9
1,-4.1831183,33.75584,12.507046,25.957364,-0.11959828,6.1114576,8.2993782,45.180294,2.5242511,8.5729524,84.216635,62.254447,75.064893,1,10000,0,0.9
1,-4.0264675,33.77831,5.7263347,23.036821,0.01318266,6.0575175,8.3069391,45.035393,2.5332981,8.5700789,82.912224,62.655525,75.314558,1,10000,0,0.9
1,-3.9309864,33.76633,11.090949,24.957902,0.071777991,5.9989523,8.3035948,45.123971,2.5282469,8.5861785,81.971069,62.946623,75.181447,1,10000,0,0.9
1,-3.9842641,33.833412,11.663911,25.469156,0.10697139,5.9667587,8.2922226,45.19975,2.5206787,8.5834027,81.557663,63.075729,75.9268,1,10000,0,0.9
1,-4.0642421,33.821853,8.9874845,24.427441,0.022570334,5.9172917,8.2798654,45.227698,2.5142506,8.5825097,81.316424,63.154312,75.798368,1,10000,0,0.9
1,-4.1323189,33.818134,9.0908136,24.152982,-0.064144983,5.8584043,8.2702266,45.293887,2.5089841,8.586767,81.915538,62.97033,75.757043,1,10000,0,0.9
1,-4.1881927,33.835862,7.4517738,23.156022,-0.063175013,5.8223794,8.266929,45.366209,2.5061521,8.5873986,82.53019,62.780525,75.954025,1,10000,0,0.9
1,-4.2182766,33.838492,10.850599,24.27531,0.029503165,5.8225116,8.2704216,45.481885,2.501532,8.5903782,82.527692,62.781735,75.983247,1,10000,0,0.9
1,-4.2674107,33.850895,8.4219459,23.534082,0.13316811,5.8525338,8.2752838,45.556,2.495438,8.5862186,81.878938,62.983538,76.12106,1,10000,0,0.9
1,-4.3323267,33.833579,12.074287,25.015171,0.16594615,5.8855977,8.2755517,45.682842,2.4843709,8.5870272,81.152192,63.210833,75.928657,1,10000,0,0.9
1,-4.4505333,33.836946,8.7462369,23.995929,0.1297558,5.917271,8.2702592,45.772705,2.4742947,8.5833514,80.924417,63.28526,75.966063,1,10000,0,0.9
1,-4.5585094,33.821639,10.312245,24.412273,0.049358269,5.9372285,8.2635084,45.880963,2.4652413,8.5840763,81.183978,63.208892,75.795994,1,10000,0,0.9
1,-4.6558161,33.824658,13.566092,25.859061,0.025032233,5.9659749,8.2599769,45.958456,2.4599072,8.5820413,81.755011,63.034703,75.829535,1,10000,0,0.9
1,-4.7132762,33.816183,10.628026,25.075307,-0.02388825,5.987773,8.2616342,45.920887,2.4616727,8.5768448,81.931936,62.982182,75.735365,1,10000,0,0.9
1,-4.6942478,33.794533,10.703845,25.040115,-0.082735288,5.9935875,8.2656143,45.86263,2.4662304,8.5765117,82.277189,62.875844,75.494812,1,10000,0,0.9
1,-4.6451722,33.793145,11.701437,25.420484,-0.080055691,6.0004747,8.2703155,45.800959,2.4722458,8.5756663,82.68838,62.747238,75.479387,1,10000,0,0.9
1,-4.5805071,33.789622,7.5291424,23.794023,-0.062062813,6.0048112,8.2758816,45.712176,2.479441,8.5740571,82.666715,62.751786,75.440244,1,10000,0,0.9
1,-4.5033189,33.782915,12.547295,25.4646,-0.0089308127,6.0118247,8.280387,45.71316,2.481779,8.5791127,82.536133,62.789764,75.365719,1,10000,0,0.9
1,-4.4782753,33.803983,13.838128,26.60139,0.041321076,6.0275858,8.2823001,45.668958,2.4837092,8.5742378,82.159401,62.904385,75.59981,1,10000,0,0.9
1,-4.4576133,33.783668,12.356143,26.475512,-0.035815285,6.0130091,8.2808998,45.557595,2.4882646,8.57179,81.805053,63.01323,75.374092,1,10000,0,0.9
1,-4.408898,33.773464,11.54205,26.163685,-0.1685186,5.9559091,8.2767275,45.411394,2.4962606,8.5723948,82.344602,62.846762,75.260713,1,10000,0,0.9
1,-4.3235567,33.775986,11.284905,25.907272,-0.24605421,5.8740834,8.2752007,45.250591,2.508056,8.5741355,83.274248,62.558154,75.288731,1,10000,0,0.9
1,-4.1980491,33.783242,14.639426,27.671013,-0.23905889,5.7852619,8.2801248,45.08118,2.5222721,8.576097,83.816032,62.385235,75.369351,1,10000,0,0.9
1,-4.0473886,33.791417,12.776143,27.234218,-0.21744306,5.6795869,8.2886415,44.804597,2.540602,8.5742449,83.761202,62.39465,75.460185,1,10000,0,0.9
1,-3.8540944,33.783698,7.8200716,24.648112,-0.23068998,5.5172678,8.295169,44.470712,2.557733,8.5774367,83.599879,62.436615,75.374417,1,10000,0,0.9
1,-3.6744153,33.796999,10.872903,25.629019,-0.20368054,5.3292552,8.2976429,44.353199,2.5661585,8.5907561,83.682062,62.402523,75.522217,1,10000,0,0.9
1,-3.5863841,33.852468,10.982673,25.676994,-0.12818921,5.1786963,8.2983581,44.28643,2.572976,8.5914167,83.484536,62.45704,76.138534,1,10000,0,0.9
1,-3.5153174,33.855217,8.5618642,24.503126,-0.082082434,5.0393209,8.2977413,44.208583,2.5767671,8.5940341,82.949915,62.619722,76.169083,1,10000,0,0.9
1,-3.4758615,33.86611,12.861488,26.430808,-0.062331994,4.9076877,8.2941647,44.241316,2.5743566,8.6016787,82.62303,62.719243,76.290108,1,10000,0,0.9
1,-3.5009438,33.897907,8.553737,24.561426,-0.070867478,4.7921926,8.2886982,44.204233,2.5747931,8.5994976,82.483889,62.761495,76.643415,1,10000,0,0.9
1,-3.4964006,33.888837,10.114943,24.988042,-0.10576418,4.6638576,8.2835693,44.225981,2.571283,8.6072676,82.545928,62.741854,76.542634,1,10000,0,0.9
1,-3.5329517,33.921141,9.1957328,24.455591,-0.10545291,4.5665796,8.2804563,44.284546,2.5690652,8.6073596,82.793232,62.664102,76.901566,1,10000,0,0.9
1,-3.5560671,33.921523,12.086273,25.69677,-0.081628443,4.5023502,8.2802113,44.362301,2.5659463,8.6100546,82.793273,62.663054,76.905811,1,10000,0,0.9
1,-3.5885991,33.932722,9.6482756,24.829443,-0.063727616,4.4635021,8.281188,44.377248,2.5651085,8.6083669,82.627206,62.713705,77.030249,1,10000,0,0.9
1,-3.5973433,33.925709,8.9839943,24.408628,-0.075204705,4.4221,8.2811839,44.401303,2.5620571,8.6105321,82.501818,62.751754,76.952326,1,10000,0,0.9
1,-3.6292082,33.934706,6.9245511,23.264285,-0.069038615,4.3991929,8.2800843,44.487457,2.5575987,8.6121135,82.58254,62.72568,77.052291,1,10000,0,0.9
1,-3.6758207,33.941276,11.477301,24.84209,-0.016781654,4.4172645,8.2794155,44.66823,2.5496849,8.6163814,82.540557,62.738061,77.125293,1,10000,0,0.9
1,-3.7587124,33.959003,5.807475,22.688666,0.041161231,4.4771884,8.2793058,44.776468,2.5431823,8.6109911,82.176267,62.851269,77.32226,1,10000,0,0.9
1,-3.826971,33.936614,7.8119949,23.02385,0.076568764,4.55051,8.2777207,44.994838,2.5299653,8.6172178,81.77269,62.977303,77.073484,1,10000,0,0.9
1,-3.9661301,33.962477,10.287565,23.919887,0.15839092,4.6658627,8.2741495,45.228114,2.5142716,8.6148653,81.528313,63.055046,77.360851,1,10000,0,0.9
1,-4.1320962,33.952707,10.061294,24.13351,0.18822605,4.7937613,8.2698186,45.412172,2.4980188,8.6083775,80.961687,63.234983,77.252298,1,10000,0,0.9
1,-4.3048203,33.925753,9.1751614,23.947148,0.13750567,4.9115983,8.2641532,45.576574,2.4826912,8.60367,80.761121,63.303518,76.952814,1,10000,0,0.9
1,-4.4685088,33.906187,13.15606,25.488223,0.076788061,5.0230093,8.2583899,45.732692,2.4698406,8.600235,81.125726,63.196051,76.735408,1,10000,0,0.9
1,-4.606348,33.891904,6.6672059,23.314221,0.0039205385,5.1254375,8.2561576,45.778629,2.4647933,8.592826,81.560442,63.065447,76.576708,1,10000,0,0.9
1,-4.6606379,33.861082,11.8566,24.806453,-0.020699179,5.2201727,8.2583457,45.867653,2.4606717,8.5945136,82.077641,62.907469,76.234249,1,10000,0,0.9
1,-4.7050352,33.868105,10.469865,24.562965,0.040648228,5.3299515,8.2639868,45.881231,2.4597491,8.5860032,82.252764,62.853948,76.312274,1,10000,0,0.9
1,-4.7149808,33.832682,8.9274294,24.084327,0.057027927,5.4283101,8.2701284,45.884551,2.4589827,8.582733,81.823262,62.986963,75.918693,1,10000,0,0.9
1,-4.723246,33.819064,7.6120147,23.420395,0.076932629,5.5216545,8.2724912,45.923765,2.4557224,8.5809182,81.707313,63.023112,75.767377,1,10000,0,0.9
1,-4.7584247,33.811504,14.413815,25.883978,0.1282525,5.6185436,8.2719402,46.023321,2.4488562,8.5810306,81.56795,63.067193,75.683382,1,10000,0,0.9
1,-4.8326288,33.811973,9.0741716,24.430833,0.10672981,5.7053509,8.2703892,46.01854,2.4458832,8.5726954,81.211168,63.180041,75.688587,1,10000,0,0.9
1,-4.8648088,33.777239,8.7017949,24.046044,0.010898697,5.7644782,8.2673492,46.040933,2.4440236,8.5734114,81.36579,63.135499,75.302653,1,10000,0,0.9
1,-4.8849522,33.780223,10.884341,24.587601,0.0099324418,5.8284901,8.2651829,46.08458,2.4426305,8.5725686,82.040869,62.929091,75.335816,1,10000,0,0.9
1,-4.90005,33.77671,10.186438,24.459749,0.049860372,5.8969004,8.2675987,46.086917,2.4431692,8.5688571,82.051367,62.927135,75.296781,1,10000,0,0.9
1,-4.8942113,33.761236,10.992917,24.82372,0.075067019,5.9601257,8.2715041,46.084715,2.4432648,8.5671506,81.772921,63.013563,75.12484,1,10000,0,0.9
1,-4.8931746,33.754119,12.824229,25.753085,0.07360331,6.0154442,8.272869,46.078475,2.443023,8.5649851,81.595244,63.068806,75.045764,1,10000,0,0.9
1,-4.8957958,33.745086,9.4933726,24.783826,0.010114802,6.0527984,8.271734,46.02133,2.4456298,8.5618789,81.605107,63.066834,74.945404,1,10000,0,0.9
1,-4.8675523,33.732127,6.8680323,23.495663,-0.054348515,6.0741074,8.2701541,45.980862,2.4492768,8.5631735,82.050445,62.930925,74.801412,1,10000,0,0.9
1,-4.8280786,33.737529,10.154881,24.122642,0.00060765372,6.107665,8.2712488,46.016164,2.4506185,8.5676755,82.502336,62.792247,74.86143,1,10000,0,0.9
1,-4.8135675,33.756308,11.719785,24.837678,0.11478935,6.15898,8.2756028,46.032948,2.4499255,8.564527,82.116635,62.909693,75.070089,1,10000,0,0.9
1,-4.821062,33.743175,9.0160789,24.22163,0.14604186,6.2030522,8.2782025,46.038452,2.4477512,8.562586,81.314808,63.155296,74.924171,1,10000,0,0.9
1,-4.8445855,33.735077,8.2267973,23.783224,0.11403104,6.2349262,8.2749027,46.091366,2.4427825,8.56371,81.094605,63.224898,74.834193,1,10000,0,0.9
1,-4.8984026,33.739767,11.251221,24.56184,0.10840034,6.2689033,8.2690931,46.189543,2.436574,8.5647315,81.321096,63.158543,74.886299,1,10000,0,0.9
1,-4.9657673,33.744028,10.594852,24.560506,0.1070169,6.3048366,8.2658958,46.246469,2.432628,8.5625506,81.365749,63.148428,74.933648,1,10000,0,0.9
1,-5.0086524,33.73493,12.456966,25.354601,0.078654803,6.3339709,8.265154,46.272828,2.4307564,8.5614583,81.380427,63.147358,74.832554,1,10000,0,0.9
1,-5.0290107,33.730372,11.770441,25.440412,0.027790843,6.3545448,8.2652407,46.240639,2.4325449,8.558963,81.582089,63.087908,74.781913,1,10000,0,0.9
1,-5.0095558,33.719958,12.791571,26.018636,-0.043502453,6.3607132,8.2662383,46.161962,2.4380758,8.5580059,81.939835,62.97941,74.666205,1,10000,0,0.9
1,-4.9494598,33.715964,11.875447,25.888941,-0.10549953,6.3529651,8.2688659,46.020246,2.4481104,8.5565934,82.438836,62.826397,74.621818,1,10000,0,0.9
1,-4.8406982,33.710068,7.4897968,24.121272,-0.14811376,6.3306934,8.2737397,45.857674,2.4614414,8.5571843,82.87023,62.692147,74.556306,1,10000,0,0.9
1,-4.6967395,33.712534,10.648139,24.758408,-0.097786942,6.3114981,8.2801454,45.786583,2.4711273,8.563886,83.162979,62.59816,74.583711,1,10000,0,0.9
1,-4.5925217,33.740501,9.5070147,24.390717,0.018866055,6.3118587,8.2867182,45.719986,2.4775675,8.5625251,82.802877,62.704154,74.894458,1,10000,0,0.9
1,-4.5234011,33.734823,13.321242,25.929189,0.087720616,6.3124781,8.2897964,45.707758,2.478423,8.565152,81.978622,62.954051,74.831368,1,10000,0,0.9
1,-4.5142299,33.745782,10.079665,25.124695,0.060813689,6.3008577,8.2863817,45.664486,2.4786576,8.563803,81.491802,63.102635,74.953137,1,10000,0,0.9
1,-4.5117151,33.740155,8.4673207,24.332162,-0.039654849,6.2632141,8.2788257,45.643096,2.4788313,8.5669376,81.6803,63.04608,74.890611,1,10000,0,0.9
1,-4.5098535,33.75323,9.2733083,24.199656,-0.068822075,6.229457,8.27331,45.664545,2.4794379,8.5709659,82.386998,62.83097,75.035892,1,10000,0,0.9
1,-4.5033529,33.770028,9.8121966,24.225798,-0.012058569,6.2164484,8.2740392,45.686453,2.4805168,8.5721126,82.594244,62.767657,75.222538,1,10000,0,0.9
1,-4.4917934,33.774809,10.195947,24.390999,0.065516655,6.2190226,8.2781672,45.710996,2.4797374,8.5728617,82.196853,62.88854,75.275659,1,10000,0,0.9
1,-4.5001429,33.777932,5.9594438,23.017405,0.106964,6.2264283,8.2799421,45.749047,2.476066,8.573155,81.651148,63.054716,75.310354,1,10000,0,0.9
1,-4.5395035,33.779155,12.02131,24.557018,0.14843178,6.2418832,8.2772952,45.886869,2.466453,8.5785064,81.359624,63.144844,75.323939,1,10000,0,0.9
1,-4.6427766,33.801457,11.136461,24.714013,0.17143931,6.2680855,8.2724853,45.978816,2.4570087,8.5738766,81.071489,63.236134,75.571744,1,10000,0,0.9
1,-4.7445409,33.782163,13.553813,25.933644,0.10069171,6.281047,8.2673644,46.047213,2.4497567,8.5726927,80.915814,63.288845,75.357363,1,10000,0,0.9
1,-4.8228871,33.777227,11.222877,25.463793,-0.018403761,6.2783296,8.2628433,46.026524,2.4494137,8.5691008,81.417669,63.139386,75.302526,1,10000,0,0.9
1,-4.8265976,33.762252,10.057117,24.933268,-0.13075747,6.258128,8.2618988,45.958694,2.4551273,8.5688626,82.257437,62.884501,75.136132,1,10000,0,0.9
1,-4.7648489,33.761259,7.8705061,23.858342,-0.13711682,6.2412748,8.2669381,45.877385,2.4642488,8.5693975,83.046669,62.642173,75.125095,1,10000,0,0.9
1,-4.6665004,33.763489,14.70808,26.209379,-0.032833113,6.243183,8.2765342,45.845208,2.4707577,8.5721879,83.088415,62.625933,75.149876,1,10000,0,0.9
1,-4.5964931,33.775123,13.193019,26.47666,0.039590037,6.2507487,8.2852908,45.728687,2.4778548,8.5667983,82.351055,62.848614,75.279147,1,10000,0,0.9
1,-4.5203207,33.752649,10.334194,25.58773,-0.045462061,6.2188501,8.2868975,45.581995,2.4850094,8.5661931,81.836405,63.00394,75.029438,1,10000,0,0.9
1,-4.443702,33.750125,9.5313175,24.977924,-0.14356515,6.157385,8.2822647,45.476949,2.4917025,8.5695108,82.427645,62.821728,75.001392,1,10000,0,0.9
1,-4.3721793,33.763961,9.2390548,24.503331,-0.15590782,6.0965512,8.2797833,45.411447,2.4990691,8.5728641,83.113752,62.609678,75.155126,1,10000,0,0.9
1,-4.2936318,33.777942,10.154003,24.627907,-0.083084757,6.0549915,8.2832547,45.372895,2.5052882,8.5755644,83.198862,62.580148,75.310468,1,10000,0,0.9
1,-4.2274589,33.789197,5.2728688,22.73862,0.0094320844,6.0322108,8.2883264,45.351556,2.5082189,8.5768644,82.684148,62.734572,75.435523,1,10000,0,0.9
1,-4.1963186,33.794615,12.027213,24.705356,0.11463985,6.0292031,8.2896063,45.477695,2.5017049,8.5861394,82.030439,62.932596,75.49572,1,10000,0,0.9
1,-4.2655706,33.833249,7.770929,23.540533,0.18295556,6.048026,8.2856554,45.554382,2.4927755,8.5797086,81.290928,63.159317,75.924994,1,10000,0,0.9
1,-4.3607275,33.806465,13.658099,25.707765,0.15289508,6.0587191,8.2775524,45.708291,2.4797507,8.5840752,80.81523,63.309256,75.627394,1,10000,0,0.9
1,-4.5000007,33.824654,13.864036,26.548728,0.069837578,6.0660163,8.2681942,45.763656,2.4718702,8.5783291,81.032666,63.247931,75.829487,1,10000,0,0.9
1,-4.5845409,33.800718,8.3043878,24.433812,-0.10896364,6.0387819,8.2620062,45.70119,2.4735285,8.5750762,81.623746,63.070859,75.563535,1,10000,0,0.9
1,-4.5667345,33.787162,8.8093856,24.051069,-0.19911114,5.9979176,8.2618868,45.668432,2.4787945,8.5795993,82.882887,62.685594,75.412914,1,10000,0,0.9
1,-4.5102481,33.80601,10.009932,24.218625,-0.10228051,5.9917695,8.2700381,45.651939,2.4853452,8.5795043,83.515595,62.487799,75.622336,1,10000,0,0.9
1,-4.4401105,33.805614,12.381178,25.346068,0.050929337,6.0132836,8.2823681,45.632469,2.488998,8.5783374,82.833105,62.694289,75.617937,1,10000,0,0.9
1,-4.4010621,33.800752,11.00361,25.25269,0.10899738,6.032547,8.2889783,45.595037,2.4891212,8.5757751,81.752054,63.024572,75.563915,1,10000,0,0.9
1,-4.3997453,33.790075,13.178879,26.416201,0.044881071,6.0273206,8.2853073,45.583797,2.4865037,8.5761972,81.339739,63.151251,75.445281,1,10000,0,0.9
1,-4.4277214,33.791834,11.043081,25.743963,-0.079951037,5.9962086,8.2767545,45.517721,2.4883782,8.5744591,81.789416,63.014066,75.464827,1,10000,0,0.9
1,-4.4076848,33.78459,8.9560872,24.645374,-0.19290712,5.9370709,8.2717989,45.422002,2.4950987,8.5761429,82.668286,62.744763,75.384338,1,10000,0,0.9
1,-4.3359449,33.791608,11.191328,25.189501,-0.18537921,5.8843857,8.2744172,45.363226,2.503293,8.5797938,83.462112,62.498086,75.462312,1,10000,0,0.9
1,-4.2486737,33.80682,10.02117,24.766158,-0.09454597,5.8550525,8.2829581,45.281779,2.5121256,8.5790208,83.406966,62.510328,75.631337,1,10000,0,0.9
1,-4.1548525,33.8036,10.782623,25.081387,-0.01645845,5.8320293,8.2906821,45.228772,2.5165544,8.5807307,82.763875,62.704634,75.595555,1,10000,0,0.9
1,-4.1079044,33.810723,8.1846987,24.116419,0.019997736,5.8103562,8.2921302,45.206195,2.5170455,8.5816218,82.2092,62.872799,75.674704,1,10000,0,0.9
1,-4.1027025,33.814435,7.3953511,23.482956,0.024791936,5.7880302,8.2877455,45.264843,2.5126236,8.586194,81.949935,62.951507,75.715947,1,10000,0,0.9
1,-4.1495702,33.833477,6.3616684,22.690033,0.063994339,5.7870757,8.2818656,45.397335,2.50465,8.5902677,81.917214,62.962132,75.92752,1,10000,0,0.9
1,-4.234243,33.850436,10.696583,23.914873,0.15353825,5.8183087,8.2775692,45.596738,2.4922287,8.5945208,81.646769,63.047186,76.115951,1,10000,0,0.9
1,-4.3665634,33.868135,11.09531,24.435062,0.21938555,5.8706233,8.274292,45.745432,2.4785857,8.5889595,81.025278,63.242167,76.312608,1,10000,0,0.9
1,-4.512486,33.84499,10.049691,24.378599,0.17292187,5.9138759,8.2690916,45.866536,2.4653095,8.5844406,80.57088,63.388615,76.055445,1,10000,0,0.9
1,-4.6550817,33.826175,12.053211,25.140251,0.081295954,5.9472724,8.2621967,45.981185,2.4548021,8.5827799,80.904637,63.292143,75.846394,1,10000,0,0.9
1,-4.7683606,33.819259,8.7930402,24.146776,-0.0048263957,5.9749651,8.258251,46.020257,2.4511154,8.5787037,81.555716,63.095778,75.769544,1,10000,0,0.9
1,-4.8081958,33.802279,6.6485064,23.04816,-0.033070187,6.0029981,8.2601302,46.046871,2.4508042,8.5782279,82.166177,62.910018,75.580876,1,10000,0,0.9
1,-4.8115604,33.800297,9.0217703,23.359561,0.069288799,6.0535546,8.2667852,46.121865,2.4485572,8.5795316,82.366567,62.848806,75.55885,1,10000,0,0.9
1,-4.8358639,33.805728,8.730981,23.327846,0.22234176,6.1254998,8.2742422,46.206488,2.4419799,8.5758068,81.648694,63.069774,75.619198,1,10000,0,0.9
1,-4.9071033,33.790207,11.860799,24.484634,0.30816298,6.1983911,8.2764028,46.350084,2.4299406,8.5737484,80.575073,63.403594,75.446747,1,10000,0,0.9
1,-5.0378889,33.781628,13.965262,25.883784,0.27136936,6.2589299,8.2704046,46.48491,2.4171646,8.5691086,79.975729,63.596945,75.351424,1,10000,0,0.9
1,-5.177226,33.762284,8.9142219,24.513287,0.088353325,6.2917229,8.2602607,46.523429,2.4117937,8.5634413,80.241007,63.524178,75.136493,1,10000,0,0.9
1,-5.2359719,33.738646,12.208036,25.326317,-0.069408807,6.3078863,8.2532217,46.531444,2.4128093,8.5638454,81.533398,63.127783,74.873841,1,10000,0,0.9
1,-5.2248558,33.740332,8.3560304,23.935782,-0.094618983,6.3312315,8.2559997,46.439408,2.4214673,8.5597448,82.646661,62.784038,74.892575,1,10000,0,0.9
1,-5.1302367,33.723221,12.056311,24.993495,-0.024328583,6.3608593,8.2674185,46.357148,2.4302807,8.5611156,82.824877,62.727803,74.702459,1,10000,0,0.9
1,-5.034187,33.728942,11.657174,25.209182,0.081866995,6.3995906,8.2793199,46.254834,2.4370075,8.5573815,82.32662,62.880017,74.766023,1,10000,0,0.9
2,-3.6447251,33.8048,9.2316045,24.633172,-0.023353627,5.2421049,8.2825725,44.363561,2.5611533,8.5819792,82.450326,55.653853,75.608892,0,10000,0,1
2,-3.6386528,33.815924,8.2559559,24.216781,-0.0065817012,5.1790444,8.2819507,44.380132,2.560012,8.5842253,82.247601,55.715603,75.732488,0,10000,0,1
2,-3.6505822,33.825279,9.335336,24.483429,0.0048761142,5.1294348,8.2801681,44.436199,2.5566181,8.5869956,82.129371,55.751645,75.836429,0,10000,0,1
2,-3.6860808,33.836814,9.976472,24.762872,0.014672538,5.0969793,8.2779039,44.496904,2.5529451,8.5878117,82.049894,55.776328,75.964604,0,10000,0,1
2,-3.7245397,33.840212,8.9264229,24.478822,0.0046081085,5.0712175,8.2758463,44.533154,2.5498042,8.5879366,81.983258,55.797524,76.002355,0,10000,0,1
2,-3.7574611,33.840732,9.2860702,24.528686,-0.012235733,5.0486386,8.2742264,44.574006,2.546709,8.5889279,82.056089,55.776037,76.008131,0,10000,0,1
2,-3.7899346,33.844858,7.7888931,23.968588,-0.017554477,5.0343789,8.2734527,44.614095,2.544387,8.5889506,82.176216,55.739895,76.053982,0,10000,0,1
2,-3.8143151,33.844953,8.6748437,24.045837,-0.00026196788,5.0337909,8.2739221,44.679796,2.5412089,8.5899846,82.215167,55.728319,76.055033,0,10000,0,1
2,-3.8477128,33.849257,4.9848758,22.767519,0.039585854,5.0545918,8.2749862,44.756931,2.5373236,8.5895322,82.095013,55.765135,76.102858,0,10000,0,1
2,-3.8885872,33.847374,10.582466,24.078096,0.10469861,5.0994092,8.2754444,44.909807,2.5286582,8.5934157,81.816688,55.850393,76.081934,0,10000,0,1
2,-3.9799223,33.863536,12.079722,25.110789,0.16431727,5.1697877,8.2742894,45.021935,2.519427,8.587762,81.362236,55.990525,76.261515,0,10000,0,1
2,-4.0774873,33.840005,11.460223,25.507245,0.10924885,5.224837,8.2706721,45.074876,2.5116904,8.5839509,80.948269,56.120655,76.000057,0,10000,0,1
2,-4.1594697,33.824136,8.4751838,24.613788,-0.020653201,5.2479357,8.2651247,45.070523,2.5085898,8.5811022,81.339284,56.0054,75.823735,0,10000,0,1
2,-4.1923796,33.812271,11.680476,25.518209,-0.10981478,5.2543005,8.2621033,45.065621,2.5094405,8.581177,82.255017,55.728376,75.691901,0,10000,0,1
2,-4.183347,33.812583,9.0677456,24.718819,-0.12043551,5.2636053,8.2657738,44.987952,2.5167578,8.5776524,82.883333,55.536704,75.695361,0,10000,0,1
2,-4.1057503,33.797898,11.433962,25.514989,-0.093178298,5.2679072,8.2741219,44.902799,2.5244711,8.5775221,82.956608,55.511839,75.532205,0,10000,0,1
2,-4.0241423,33.797355,9.0007104,24.827891,-0.050768592,5.2720403,8.2816534,44.796783,2.5322918,8.5752056,82.759808,55.568313,75.526171,0,10000,0,1
2,-3.9415943,33.787702,10.402111,25.254847,-0.03535161,5.2619203,8.2852701,44.725132,2.5366532,8.5764287,82.455596,55.657945,75.41891,0,10000,0,1
2,-3.8956444,33.792799,9.9778363,25.191499,-0.03161443,5.244442,8.2848981,44.667207,2.5399522,8.5762721,82.342141,55.690275,75.475543,0,10000,0,1
2,-3.8609287,33.792147,4.7263161,23.20686,-0.048941384,5.2137027,8.2826811,44.608294,2.5426387,8.5772172,82.31323,55.697778,75.468296,0,10000,0,1
2,-3.8326837,33.796085,10.16357,24.427606,-0.024339147,5.1911577,8.2806361,44.690544,2.5402986,8.5856894,82.433526,55.660216,75.512053,0,10000,0,1
2,-3.8572857,33.831376,7.7776079,23.776191,0.048136293,5.2055744,8.2800199,44.742255,2.5383155,8.5819184,82.260922,55.712119,75.904173,0,10000,0,1
2,-3.8781475,33.815671,9.4236288,24.240154,0.085189583,5.2283202,8.2794178,44.819338,2.5327975,8.5837164,81.753757,55.866558,75.729676,0,10000,0,1
2,-3.9362637,33.82316,7.5746352,23.72448,0.097060292,5.2599434,8.2764346,44.895796,2.5258984,8.5812428,81.495172,55.946554,75.812884,0,10000,0,1
2,-4.0090616,33.812857,12.921109,25.493366,0.086010119,5.294216,8.2719576,45.006618,2.5174736,8.5820877,81.415116,55.973447,75.698409,0,10000,0,1
2,-4.0981689,33.816376,10.417709,25.176184,0.040301795,5.326091,8.2680992,45.027864,2.5137721,8.5774413,81.497691,55.951489,75.737509,0,10000,0,1
2,-4.1373909,33.797019,7.6192071,24.188199,-0.054066324,5.3309865,8.2659876,45.003091,2.5136788,8.5765047,81.823191,55.855112,75.522429,0,10000,0,1
2,-4.138381,33.793116,10.790049,24.951314,-0.08049022,5.333757,8.2666734,45.009261,2.5150871,8.5778502,82.487575,55.654232,75.479066,0,10000,0,1
2,-4.123452,33.798722,10.15385,24.9077,-0.044752914,5.3500601,8.2713777,44.974769,2.5195853,8.5754502,82.673502,55.596881,75.54136,0,10000,0,1
2,-4.0758121,33.788721,11.3249,25.50658,-0.018890669,5.3624345,8.2772703,44.918661,2.5237354,8.5746484,82.421158,55.671931,75.430238,0,10000,0,1
